# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 22 10:17:24 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,k2_name,tic_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag
EPIC 210961508.01,EPIC 210961508,,TIC 14226699,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,0.34993500,0.00004200,-0.00004200,0,,,,,2.180,0.250,-0.250,0,0.194,0.022,-0.022,0,,,,,,,,,,2457087.652510,0.000430,-0.000410,0,0
EPIC 210965800.02,K2-178,,TIC 26078330,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.27681000,0.00022000,-0.00023000,0,,,,,2.270,0.210,-0.470,0,0.203,0.019,-0.042,0,,,,,,,,,,2457063.849200,0.002300,-0.002200,0,0
EPIC 210965800.03,K2-178,,TIC 26078330,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.16121000,0.00099000,-0.00096000,0,,,,,2.620,0.240,-0.430,0,0.234,0.021,-0.038,0,,,,,,,,,,2457071.145600,0.002400,-0.002300,0,0
EPIC 210965800.04,K2-178,,TIC 26078330,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,21.08580000,0.00120000,-0.00120000,0,,,,,2.950,0.250,-0.420,0,0.263,0.022,-0.037,0,,,,,,,,,,2457064.544800,0.002400,-0.002100,0,0
EPIC 210965800.05,K2-178,,TIC 26078330,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,30.28940000,0.00320000,-0.00320000,0,,,,,2.330,0.230,-0.420,0,0.208,0.021,-0.037,0,,,,,,,,,,2457066.143600,0.003400,-0.003400,0,0
EPIC 210965800.06,K2-178,,TIC 26078330,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.82876000,0.00015000,-0.00015000,0,,,,,1.460,0.200,-1.230,0,0.130,0.020,-0.110,0,,,,,,,,,,2457062.098500,0.003200,-0.003100,0,0
EPIC 211002562.01,EPIC 211002562,,TIC 61113635,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.34787200,0.00001000,-0.00001000,0,,,,,28.100,5.800,-2.400,0,2.510,0.520,-0.210,0,,,,,,,,,,2457062.105410,0.000120,-0.000120,0,0
EPIC 211009047.01,EPIC 211009047,,TIC 14334541,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.31982263,,,0,,,,,,,,,,,,,,,,,,,,,,2457062.306729,,,0,0
EPIC 211058748.01,EPIC 211058748,,TIC 14110700,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.32257000,0.00016000,-0.00016000,0,,,,,2.530,0.250,-0.390,0,0.226,0.022,-0.035,0,,,,,,,,,,2457061.923700,0.002000,-0.002100,0,0
EPIC 211064647.01,EPIC 211064647,,TIC 56621708,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,,,,44.000,13.000,-17.000,0,3.900,1.200,-1.500,0,,,,,,,,,,2457106.978800,0.001100,-0.001100,0,0
EPIC 211082420.01,HIP 17704,,TIC 125754991,1,FALSE POSITIVE,Rizzuto et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,2.46160000,,,0,,,,,,,,,,,,,,,,,,,,,,2457065.380000,,,0,0
EPIC 211087003.01,EPIC 211087003,,TIC 149923858,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,,,,8.700,1.600,-1.300,0,0.780,0.140,-0.120,0,,,,,,,,,,2457084.107190,0.000280,-0.000330,0,0
EPIC 211087003.02,EPIC 211087003,,TIC 149923858,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.29213000,0.00126000,-0.00100000,0,,,,,3.550,0.660,-0.560,0,0.317,0.059,-0.050,0,,,,,,,,,,2457064.158200,0.001400,-0.002700,0,0
EPIC 211093684.01,EPIC 211093684,,TIC 35159657,1,FALSE POSITIVE,Rizzuto et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,7.05020000,,,0,,,,,,,,,,,,,,,,,,,,,,2457057.679120,,,0,0
EPIC 211106187.01,EPIC 211106187,,TIC 149907584,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,14.64307100,0.00130200,-0.00143100,0,,,,,66.050,43.415,-14.824,0,5.890,3.870,-1.320,0,,,,,,,,,,2457072.274540,0.003038,-0.002793,0,0
EPIC 211107835.01,EPIC 211107835,,TIC 302545802,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.86520000,0.00250000,-0.00250000,0,,,,,1.570,0.220,-0.310,0,0.140,0.020,-0.028,0,,,,,,,,,,2457066.361300,0.004500,-0.004300,0,0
EPIC 211133138.01,EPIC 211133138,,TIC 23076555,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.43487600,0.00004700,-0.00005700,0,,,,,32.000,17.000,-16.000,0,2.900,1.500,-1.400,0,,,,,,,,,,2457063.736510,0.000340,-0.000260,0,0
EPIC 211147528.01,EPIC 211147528,,TIC 427740976,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.34949070,0.00000100,-0.00000100,0,,,,,18.735,3.422,-3.422,0,1.671,0.305,-0.305,0,,,,,,,,,,2459522.975096,0.000723,-0.000723,0,0
EPIC 211147528.01,EPIC 211147528,,TIC 427740976,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.34951500,0.00008000,-0.00007700,0,,,,,53.427,6.235,-10.962,0,4.770,0.560,-0.980,0,,,,,,,,,,2457065.408190,0.001238,-0.001333,0,0
EPIC 211147528.01,EPIC 211147528,,TIC 427740976,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.34954500,0.00008300,-0.00008500,0,,,,,15.300,2.700,-2.500,0,1.360,0.240,-0.220,0,,,,,,,,,,2457063.058900,0.001300,-0.001300,0,0
EPIC 211147528.01,EPIC 211147528,,TIC 427740976,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.34945500,0.00009200,-0.00009200,0,,,,,15.800,4.600,-4.600,0,1.410,0.410,-0.410,0,,,,,,,,,,2457065.408700,0.001500,-0.001500,0,0
EPIC 211147528.01,EPIC 211147528,,TIC 427740976,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,2.34951024,,,0,,,,,,,,,,,,,,,,,,,,,,2457063.059087,,,0,0
EPIC 211158357.01,EPIC 211158357,,TIC 84336349,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.29907370,0.00000140,-0.00000140,0,,,,,7.600,2.800,-3.500,0,0.680,0.250,-0.310,0,,,,,,,,,,2457061.961220,0.000180,-0.000190,0,0
EPIC 211169300.01,EPIC 211169300,,TIC 348723705,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,16.43831081,,,0,,,,,,,,,,,,,,,,,,,,,,2457067.806935,,,0,0
EPIC 211201576.01,EPIC 211201576,,TIC 125757123,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.88165000,0.00074000,-0.00075000,0,,,,,2.580,0.480,-1.120,0,0.230,0.043,-0.100,0,,,,,,,,,,2457063.405300,0.005000,-0.004900,0,0
EPIC 211305568.01,EPIC 211305568,,TIC 459056070,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,11.55059000,0.00121000,-0.00109000,0,,,,,1.980,26.910,-0.230,0,0.177,2.401,-0.021,0,,,,,,,,,,2457169.344000,0.002000,-0.002000,0,0
EPIC 211305568.02,EPIC 211305568,,TIC 459056070,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.19785000,0.00001000,-0.00001000,0,,,,,0.720,0.100,-0.080,0,0.064,0.009,-0.007,0,,,,,,,,,,2457176.970000,0.001000,-0.002000,0,0
EPIC 211308899.01,EPIC 211308899,,TIC 444013500,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,6.42300000,,,0,,,,,,,,,,,,,,,,,,,,,,2457143.316000,,,0,0
EPIC 211309648.01,EPIC 211309648,,TIC 458686969,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.13936980,0.00000290,-0.00000290,0,,,,,16.052,,,0,1.432,,,0,,,,,,,,,,2459573.019266,0.001175,-0.001175,0,0
EPIC 211309648.01,EPIC 211309648,,TIC 458686969,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,3.13932260,0.00003250,-0.00003160,0,0.043400,0.004700,-0.004700,0,15.430,1.560,-1.560,0,1.377,0.139,-0.139,0,,,,,,,,,,2458254.484164,0.000298,-0.000296,0,0
EPIC 211309648.01,EPIC 211309648,,TIC 458686969,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.13940400,0.00007300,-0.00007200,0,,,,,16.419,1.135,-1.067,0,1.465,0.101,-0.095,0,,,,,,,,,,2458254.483371,0.000692,-0.000649,0,0
EPIC 211315836.01,EPIC 211315836,,TIC 366409685,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.38517136,0.00000865,-0.00000865,0,,,,,6.135,4.647,-4.647,0,0.547,0.415,-0.415,0,,,,,,,,,,2459230.040527,0.000757,-0.000757,0,0
EPIC 211315836.01,EPIC 211315836,,TIC 366409685,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.38524600,0.00001300,-0.00001100,0,,,,,5.010,0.340,-0.710,0,0.447,0.030,-0.063,0,,,,,,,,,,2457139.737560,0.000360,-0.000400,0,0
EPIC 211319779.01,EPIC 211319779,,TIC 366499151,0,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,13.82400780,0.00012630,-0.00012630,0,,,,,2.382,0.170,-0.170,0,0.212,0.015,-0.015,0,,,,,,,,,,2459554.641004,0.011475,-0.011475,0,0
EPIC 211319779.01,EPIC 211319779,,TIC 366499151,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,13.82531570,0.00212140,-0.00202610,0,,,,,,,,,,,,,,,,,,,,,,2458255.181402,0.003934,-0.003847,0,0
EPIC 211321953.01,EPIC 211321953,,TIC 468984101,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,22.19434600,0.00747000,-0.00621900,0,,,,,3.174,0.296,-0.269,0,0.283,0.026,-0.024,0,,,,,,,,,,2458252.392474,0.006632,-0.009594,0,0
EPIC 211327855.01,EPIC 211327855,,TIC 366500350,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.72397000,0.00027000,-0.00022000,0,,,,,1.330,0.200,-0.370,0,0.119,0.020,-0.033,0,,,,,,,,,,2457139.700500,0.004400,-0.004600,0,0
EPIC 211328748.01,EPIC 211328748,,TIC 366657411,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,17.17800000,,,0,,,,,,,,,,,,,,,,,,,,,,2457139.950000,,,0,0
EPIC 211333233.01,EPIC 211333233,,TIC 366484561,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,5.40900000,,,0,,,,,,,,,,,,,,,,,,,,,,2457142.885000,,,0,0
EPIC 211335816.01,EPIC 211335816,,TIC 366443576,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,4.99000000,,,0,,,,,,,,,,,,,,,,,,,,,,2457140.020000,,,0,0
EPIC 211335816.01,EPIC 211335816,,TIC 366443576,0,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.98986640,0.00000200,-0.00000200,0,,,,,9.128,0.730,-0.730,0,0.814,0.065,-0.065,0,,,,,,,,,,2459570.084477,0.000808,-0.000808,0,0
EPIC 211336288.01,EPIC 211336288,,TIC 444034296,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.22181000,0.00002000,-0.00002000,0,,,,,1.130,0.160,-0.130,0,0.101,0.014,-0.012,0,,,,,,,,,,2457177.090000,0.002000,-0.002000,0,0
EPIC 211336616.01,EPIC 211336616,,TIC 437031055,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,44.13000000,,,0,,,,,,,,,,,,,,,,,,,,,,2457149.280000,,,0,0
EPIC 211342524.01,EPIC 211342524,,TIC 366622585,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,14.45182480,,,0,,,,,,,,,,,,,,,,,,,,,,2457149.361472,,,0,0
EPIC 211342524.01,EPIC 211342524,,TIC 366622585,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.44898700,0.00002600,-0.00002600,0,,,,,86.000,20.000,-25.000,0,7.700,2.000,-2.200,0,,,,,,,,,,2457149.367540,0.000064,-0.000064,0,0
EPIC 211342524.01,EPIC 211342524,,TIC 366622585,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,14.44876700,0.00010100,-0.00010000,0,,,,,44.200,17.500,-8.600,0,3.940,1.560,-0.770,0,,,,,,,,,,2457149.367730,0.000246,-0.000250,0,0
EPIC 211342524.01,EPIC 211342524,,TIC 366622585,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,14.44900000,,,0,,,,,,,,,,,,,,,,,,,,,,2457149.367000,,,0,0
EPIC 211357309.01,EPIC 211357309,,TIC 444010408,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,0.46395000,0.00011800,-0.00011800,0,,,,,0.850,0.180,-0.180,0,0.076,0.016,-0.016,0,,,,,,,,,,2457201.457670,0.001020,-0.001070,0,0
EPIC 211357309.01,EPIC 211357309,,TIC 444010408,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.46395000,0.00002000,-0.00002000,0,,,,,0.840,0.060,-0.060,0,0.075,0.005,-0.005,0,,,,,,,,,,2457201.458000,0.001000,-0.001000,0,0
EPIC 211357309.01,EPIC 211357309,,TIC 444010408,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.46395400,0.00001100,-0.00001100,0,,,,,0.530,0.110,-0.460,0,0.047,0.010,-0.041,0,,,,,,,,,,2457139.752200,0.001000,-0.001000,0,0
EPIC 211365543.01,EPIC 211365543,,TIC 366528275,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,5.26400000,,,0,,,,,,,,,,,,,,,,,,,,,,2457143.676000,,,0,0
EPIC 211372788.01,EPIC 211372788,,TIC 443996667,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.52908400,0.00001300,-0.00001300,0,,,,,48.000,13.000,-16.000,0,4.300,1.200,-1.400,0,,,,,,,,,,2457140.332840,0.000360,-0.000360,0,0
EPIC 211375488.01,EPIC 211375488,,TIC 396847085,1,CANDIDATE,Petigura et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,4.16673800,0.00030100,-0.00030300,0,,,,,94.800,89.000,-71.800,0,8.460,7.940,-6.410,0,,,,,,,,,,2457143.812650,0.002908,-0.002943,0,0
EPIC 211375488.01,EPIC 211375488,,TIC 396847085,0,CANDIDATE,Petigura et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2.08400000,,,0,,,,,,,,,,,,,,,,,,,,,,2457141.721000,,,0,0
